check_id,description,tier,pass_count,fail_count,universe_count,status,evidence,protects_loop
inv-v16-character-models,Every finite character model decomposes with the expected multiplicities.,finite-representation-theory,6,0,6,PASS,Live rows from finite_character_models_v16.,loop-285
inv-v16-constituents,Every finite constituent certificate agrees with its complete character decomposition.,finite-representation-theory,6,0,6,PASS,Live rows from constituent_decomposition_certificates_v16.,loop-286
inv-v17-bn,Every character compiler case decomposes correctly.,finite-representation-theory,5,0,5,PASS,Live rows from brauer_nesbitt_compiler_cases_v17.,loop-305
inv-v18-x015-semistability,All noncuspidal X0(15) points are nonsemistable.,finite-semistability-filter,1,0,1,PASS,Live rows from x015_semistability_profiles_v18.,loop-399
inv-v19-crt,Every CRT specialization satisfies all local constraints and avoids all listed bad polynomials.,finite-specialization,2,0,2,PASS,Live rows from crt_specialization_certificates_v19.,loop-428
inv-hilbert-selection-toy,The quartic/CRT toy simultaneously satisfies global irreducibility and two local conditions.,finite-toy,1,0,1,PASS,"Models the shape, not the theorem’s infinite existence statement.",loop-56
inv-v19-formal-tangent,Every formal-immersion tangent certificate has the expected rank.,formal-geometry-schema,4,0,4,PASS,Live rows from formal_immersion_tangent_certificates_v19.,loop-447
inv-v21-formal-contract,Mazur formal-immersion finite contract passes.,foundation-contract,1,0,1,PASS,Live rows from formal_immersion_contracts_v21.,loop-522
inv-v21-prime-contract,Prime-distribution finite compiler passes.,foundation-contract,1,0,1,PASS,Live rows from prime_distribution_contracts_v21.,loop-508
inv-v21-specialization-contract,Hilbert finite specialization compiler passes.,foundation-contract,1,0,1,PASS,Live rows from specialization_contracts_v21.,loop-515
inv-v21-proof-trace,All nine parent imports are derived from seven explicit foundation kernels and the contradiction is preserved.,foundation-frontier-rewrite,1,0,1,PASS,"{""active_after"": 7, ""active_before"": 9, ""trace"": {""analytic_chebotarev_density_available"": ""derived-from-prime-distribution-kernel"", ""deformation_problem_represented"": ""derived-from-deformation-duality-kernel"", ""hilbert_irreducibility_weak_approximation_available"": ""derived-from-hilbert-specialization-kernel"", ""level_2_weight_2_newform_exists"": ""derived-from-universal-level-lowering-kernel"", ""mazur_formal_immersion_eisenstein_kernel_available"": ""derived-from-mazur-formal-kernel"", ""modular_curve_geometric_comparison_available"": ""derived-from-modular-curve-comparison-kernel"", ""poitou_tate_balance_available"": ""derived-from-deformation-duality-kernel"", ""semistable_nearby_cycles_comparison_available"": ""derived-from-modular-curve-comparison-kernel"", ""solvable_base_change_converse_available"": ""derived-from-solvable-automorphy-kernel""}}",loop-571
status-v21-kernel-1,Analytic prime distribution,foundation-import,0,0,0,IMPORTED,Chebotarev density for finite Galois quotients. Internalize the analytic prime-ideal theorem and Artin-L-function argument.,loop-571
status-v21-kernel-2,Hilbert specialization,foundation-import,0,0,0,IMPORTED,Hilbert irreducibility with simultaneous weak approximation. Internalize universal thin-set avoidance.,loop-571
status-v21-kernel-3,Mazur modular-curve arithmetic,foundation-import,0,0,0,IMPORTED,Formal immersion at the cusp plus finiteness of the Eisenstein quotient. Internalize the Eisenstein quotient and formal-immersion theorem.,loop-571
status-v21-kernel-4,Global deformation and duality,foundation-import,0,0,0,IMPORTED,"Schlessinger/Mazur representability and Poitou-Tate global-local duality. Internalize actual Galois cochain realization, representability, and duality.",loop-571
status-v21-kernel-5,Modular-curve cohomological comparison,foundation-import,0,0,0,IMPORTED,"Betti-etale, de Rham/Dieudonne, Eichler-Shimura, and nearby-cycles comparison. Internalize functorial comparison for the actual modular curve and Jacobian.",loop-571
status-v21-kernel-6,Universal Ribet level lowering,foundation-import,0,0,0,IMPORTED,Uniform one-prime descent for every admissible hypothetical FLT level. Internalize the universal quantifier over all admissible levels.,loop-571
status-v21-kernel-7,Solvable Artin automorphy,foundation-import,0,0,0,IMPORTED,"Solvable base change, automorphic induction, and converse theorem. Internalize the analytic Langlands-Tunnell kernel.",loop-571
inv-v12-generator-coverage,Every Hecke generator-coverage certificate passes.,generator-coverage,2,0,2,PASS,Live rows from hecke_generator_coverage_v12.,loop-204
inv-contradiction-derived,Forward chaining derives the modern contradiction from explicit facts and rules.,graph-derivation,1,0,1,PASS,"The final fact is derived by rule-09, not seeded.",loop-20
inv-v1-contradiction-derived,The v1 graph derives contradiction with semistability internalized.,graph-derivation,1,0,1,PASS,"The contradiction is derived, not seeded.",loop-40
inv-v10-contradiction,The revised child-DAG trace still derives one contradiction.,graph-derivation,1,0,1,PASS,The revised trace has 38 steps.,loop-161
inv-v2-contradiction-derived,The 61-loop graph derives the FLT contradiction.,graph-derivation,1,0,1,PASS,"Final contradiction is forward-chained, not seeded.",loop-61
inv-v5-contradiction,The refined 27-step graph still derives contradiction.,graph-derivation,1,0,1,PASS,"Contradiction is derived, not seeded.",loop-101
v3-contr,Contradiction derived,graph-derivation,1,0,1,PASS,Not seeded.,loop-81
inv-v12-proof-trace,The repaired trace derives all three parents internally and preserves the contradiction.,graph-rewrite,1,0,1,PASS,"{""semistable_residual_modularity_all_cases"": ""proof-by-cases"", ""tw_arithmetic_n_structures_compatible"": ""internal-n-structure-assembler"", ""tw_auxiliary_level_stage_freeness"": ""derived-rank-transfer"", ""universal_R_to_T_surjection"": ""derived-surjection""}",loop-210
inv-v17-proof-trace,All five parents are derived and the contradiction is preserved.,graph-rewrite,1,0,1,PASS,"{""bad_prime_cohomology_comparison_available"": ""derived-bad-prime-comparison"", ""integral_modular_curve_cohomology_package_available"": ""derived-integral-cohomology-package"", ""multiplicity_constituent_control_available"": ""derived-constituent-control"", ""multiplicity_residual_case_implication_certified"": ""derived-residual-prime-multiplicity"", ""rho_finite_at_residual_p_if_bad"": ""derived-finite-flat-at-p""}",loop-350
inv-v18-proof-trace,All second-five parent facts are derived and the contradiction is preserved.,graph-rewrite,1,0,1,PASS,"{""complex_artin_lift_exists"": ""derived-finite-image-lift"", ""irreducible_mod3_branch_implication_certified"": ""derived-weight-change"", ""mod5_irreducible_if_mod3_reducible"": ""derived-x015-rational-point-classification"", ""rho_p_irreducible"": ""proof-by-prime-cases"", ""semistable_large_prime_gl2_image"": ""derived-large-image""}",loop-400
inv-v19-proof-trace,All five v19 parent facts are derived and the contradiction is preserved.,graph-rewrite,1,0,1,PASS,"{""auxiliary_curve_selected"": ""derived-hilbert-selection"", ""finite_quotient_chebotarev_class_coverage"": ""derived-chebotarev-class-coverage"", ""frey_x010_x014_local_obstruction_available"": ""derived-frey-local-obstruction"", ""mazur_kenku_isogeny_classification_available"": ""derived-isogeny-classification"", ""weight1_automorphic_representation_exists"": ""derived-langlands-tunnell""}",loop-451
inv-v20-proof-trace,"All five imports are replaced, active imports fall below ten, and the contradiction is preserved.",graph-rewrite,1,0,1,PASS,"{""active_after"": 9, ""active_before"": 14, ""trace"": {""R_equals_T"": ""derived-faithful-module-isomorphism"", ""mod3_weight_one_eisenstein_congruence_available"": ""derived-explicit-theta-congruence"", ""oort_tate_raynaud_extension_classification_available"": ""derived-explicit-kummer-classification"", ""solvable_brauer_character_lift_available"": ""derived-explicit-g12-lift"", ""taylor_wiles_auxiliary_primes_exist"": ""derived-using-existing-chebotarev""}}",loop-501
inv-v11-compiler,Every valid compiler run is accepted.,inference-compiler,2,0,2,PASS,Live rows from tw_patching_compiler_runs_v11.,loop-177
inv-v12-n-structures,Every finite arithmetic n-structure run is emitted.,inference-compiler,7,0,7,PASS,Live rows from arithmetic_n_structure_runs_v12.,loop-199
inv-v13-assemblies,Every base/auxiliary assembly derives the parent without directly using it.,inference-compiler,2,0,2,PASS,Live rows from hecke_galois_assembly_v13.,loop-228
inv-v13-representations,Every reconstructed stage is a genuine two-dimensional representation with the supplied trace and determinant.,inference-compiler,8,0,8,PASS,Live rows from reconstructed_representation_stages_v13.,loop-219
inv-v14-local-glue,All local model gluing certificates derive the parent conditionally.,inference-compiler,2,0,2,PASS,Live rows from local_model_gluing_certificates_v14.,loop-250
inv-v17-residual-multiplicity,Every residual multiplicity profile has dimension two.,inference-compiler,2,0,2,PASS,Live rows from residual_prime_multiplicity_compiler_v17.,loop-344
inv-v6-obstruction-certificates,Every specialization obstruction certificate agrees with the component p-primary profile.,integer-arithmetic,4,0,4,PASS,Live rows from specialization_obstruction_certificates_v6.,loop-108
inv-v6-raynaud-complex,Every Raynaud complex satisfies a∘i=0 and b∘a=0.,integer-homological-algebra,5,0,5,PASS,Live rows from raynaud_complexes_v6.,loop-104
inv-v6-raynaud-quotient,Every component quotient certificate is exact and matches its expected order.,integer-homological-algebra,5,0,5,PASS,Live rows from raynaud_component_certificates_v6.,loop-105
status-v5-neron-identification,"Given a regular semistable-model adapter, the Raynaud complex computes the Néron component group as ker(b)/im(a).",integer-homological-algebra,5,0,5,PASS,Executable exact complexes and Smith-normal-form certificates in raynaud_component_certificates_v6.,loop-105
inv-v5-character-lattice,Degree-zero bases are saturated and have expected rank.,integer-lattice,4,0,4,PASS,Live rows from character_lattice_witnesses.,loop-95
inv-v5-monodromy,All monodromy pairings are positive and nondegenerate.,integer-lattice,4,0,4,PASS,Live rows from monodromy_pairing_witnesses_v5.,loop-96
inv-v4-component-order,Every graph critical-group order equals its Matrix-Tree determinant.,integer-linear-algebra,5,0,5,PASS,Live rows from graph_component_groups.,loop-86
inv-v5-component-group,All component-group orders match expected calibration/template orders.,integer-linear-algebra,4,0,4,PASS,Live rows from neron_component_group_witnesses.,loop-97
inv-v5-dual-graph,Dual-graph cycle ranks equal edge_count-vertex_count+1.,integer-linear-algebra,4,0,4,PASS,Live rows from dual_graph_witnesses_v5.,loop-94
inv-v17-hecke-squares,Every Hecke comparison square commutes.,integral-hecke,4,0,4,PASS,Live rows from hecke_comparison_squares_v17.,loop-314
inv-v9-hecke-actions,Every stored integral Hecke action is scalar and passes its recurrence/source check.,integral-linear-algebra,9,0,9,PASS,Live rows from integral_hecke_actions_v9.,loop-135
inv-v9-integral-lattice,The target form spans a normalized torsion-free rank-one integral lattice.,integral-q-expansion,1,0,1,PASS,Live rows from integral_form_lattices_v9.,loop-134
inv-v20-g12-reduction,The integral G12 group reduces bijectively to GL2(F3).,integral-reduction,1,0,1,PASS,Live rows from g12_reduction_certificates_v20.,loop-458
inv-v21-level-lowering,The universal level-lowering contract passes.,level-lowering-contract,1,0,1,PASS,Live rows from level_lowering_contracts_v21.,loop-563
inv-2adic-minimal-multiplicative,"At 2, c4 is a unit and Delta has positive valuation.",local-arithmetic,6,0,6,PASS,Minimal multiplicative reduction at 2.,loop-24
inv-conductor-radical-v1,Every sampled conductor equals rad(ABC).,local-arithmetic,31,0,31,PASS,All bad primes are multiplicative.,loop-26
inv-global-bad-primes-multiplicative,Every sampled bad prime has v_q(c4)=0 and conductor exponent 1.,local-arithmetic,31,0,31,PASS,Prime-by-prime global minimal-model witness.,loop-25
inv-odd-c4-unit,"At every sampled odd bad prime, v_q(c4)=0.",local-arithmetic,17,0,17,PASS,Direct integer valuations on all sampled bad primes.,loop-11
inv-odd-conductor-exponent-one,Every sampled odd multiplicative prime has conductor exponent 1.,local-arithmetic,17,0,17,PASS,Local conductor rule applied away from 2.,loop-12
inv-odd-multiplicative,Every sampled odd bad prime is classified multiplicative.,local-arithmetic,17,0,17,PASS,v_q(Delta)>0 and v_q(c4)=0.,loop-11
inv-two-adic-machine-proof,"The exact normalized model, minimal discriminant, c4 unit, multiplicative reduction, and conductor exponent at 2 are machine-witnessed.",local-arithmetic,6,0,6,PASS,"Loops 22–26: x=4X, y=4X+8Y; all normalized samples have v2(c4)=0 and v2(Delta)>0.",loop-24
inv-v20-tate-criterion,Every Tate finite-flat profile agrees with valuation divisibility.,local-kummer-criterion,15,0,15,PASS,Live rows from tate_finite_flat_certificates_v20.,loop-480
inv-v13-local-models,Every local model has a valid finite Hecke parameter.,local-representation-schema,6,0,6,PASS,Live rows from local_representation_models_v13.,loop-226
inv-v12-proof-by-cases,The residual-modularity parent is assembled by a valid proof-by-cases certificate.,logic-repair,1,0,1,PASS,Live rows from proof_by_cases_certificates_v12.,loop-184
inv-v12-case-partition,"Every case partition is exhaustive, exclusive, and asserts no simultaneous realized branches.",logical-kernel,1,0,1,PASS,Live rows from case_partitions_v12.,loop-182
inv-imported-edges-load-bearing,Every imported edge in the main trace is individually load-bearing.,methodology,4,0,4,PASS,Counterfactual graph builds disable each imported edge in turn.,loop-40
inv-v12-rank-transfer,Every Hecke rank-transfer certificate passes.,module-rank-transfer,2,0,2,PASS,Live rows from hecke_rank_transfer_certificates_v12.,loop-192
inv-v10-parent-replacement,Both omnibus parent edges are removed as raw proof-trace imports.,parent-edge-replacement,2,0,2,PASS,omnibus_parent_replacements_v10 and the revised proof trace.,loop-161
inv-v11-proof-trace,The main trace derives patched freeness from arithmetic inputs plus the internal compiler.,parent-edge-replacement,1,0,1,PASS,proof_trace_revisions_v11 and implication_rules.,loop-180
inv-v13-proof-trace,The Hecke-valued representation parent is derived from child inputs and the contradiction is preserved.,parent-edge-replacement,1,0,1,PASS,"[{""derivation_kind"": ""derived-hecke-galois-assembly""}]",loop-230
inv-v14-trace,Both parents are derived and the Hecke–Galois assembly/contradiction remain intact.,parent-edge-replacement,1,0,1,PASS,"{""hecke_galois_representations_exist"": ""derived-hecke-galois-assembly"", ""hecke_local_global_compatibility_available"": ""derived-local-global-compatibility"", ""hecke_modular_pseudocharacter_system_exists"": ""derived-modular-pseudocharacter""}",loop-253
inv-v15-proof-trace,Both parent facts are derived and contradiction preserved.,parent-edge-replacement,1,0,1,PASS,"{""localized_etale_hecke_module_exists"": ""derived-localized-etale-parent"", ""tw_auxiliary_cohomology_rank_one"": ""internal-sign-projector-rank-one-compiler""}",loop-281
inv-v16-proof-trace,The multiplicity parent is proof-by-cases and all downstream rank compilers still fire.,parent-edge-replacement,1,0,1,PASS,"{""localized_etale_hecke_module_free_rank_two"": ""internal-nakayama-rank-two-compiler"", ""multiplicity_good_case_implication_certified"": ""internal-good-reduction-dimension-compiler"", ""multiplicity_residual_case_implication_certified"": ""imported-mazur-ribet-residual-prime-comparison"", ""tw_auxiliary_cohomology_rank_one"": ""internal-sign-projector-rank-one-compiler"", ""universal_non_eisenstein_multiplicity_two_available"": ""proof-by-cases""}",loop-300
inv-v20-rt-direct,Every patching system derives R=T without the numerical criterion.,patching-descent,2,0,2,PASS,Live rows from rt_direct_descent_certificates_v20.,loop-497
inv-v16-parent,The universal multiplicity parent is derived by a valid proof-by-cases certificate.,proof-by-cases,1,0,1,PASS,Live rows from multiplicity_two_parent_certificates_v16.,loop-298
inv-v15-rational-rank,Rational rank ratios pass.,rational-linear-algebra,3,0,3,PASS,Rows from rational_hecke_rank_certificates_v15.,loop-264
inv-x015-obstruction-shape,All four sourced noncuspidal X0(15)(Q) classes are marked non-semistable.,sourced-classification,4,0,4,PASS,"A provenance check on the imported classification, not a recomputation.",loop-54
edge-status-import-RT-patching,Taylor–Wiles patching and R=T modularity lifting,sourced-import,0,0,0,IMPORTED,Source=src-taylor-wiles-1995; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-finite-flat-at-p,Finite-flat criterion at the residual prime in the second case,sourced-import,0,0,0,IMPORTED,Source=src-tate-curve-via-ribet; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-frey-small-prime-irreducibility,"Frey irreducibility for p=5,7,11 using full rational 2-torsion",sourced-import,0,0,0,IMPORTED,Source=src-ribet-toulouse-1990; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-hilbert-chebotarev-3-5,Hilbert irreducibility and Chebotarev selection in the twisted X(5) family,sourced-import,0,0,0,IMPORTED,Source=src-wiles-3-5-1995; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-langlands-tunnell,Odd irreducible solvable Artin representation gives a weight-1 form,sourced-import,0,0,0,IMPORTED,Source=src-tunnell-1981; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-mazur-semistable-surjectivity,Semistable mod-p image is GL2(Fp) for p>11,sourced-import,0,0,0,IMPORTED,Source=src-mazur-1978; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-ribet-level-lowering,Ribet’s component-group level-lowering theorem,sourced-import,0,0,0,IMPORTED,Source=src-ribet-toulouse-1990; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-weight-raising-mod3,Weight-1 to weight-2 residual modularity step,sourced-import,0,0,0,IMPORTED,Source=src-wiles-1995; load-bearing=1; proof_internalized=0.,loop-61
edge-status-import-x0-15-rational-points,Rational-point classification on X0(15),sourced-import,0,0,0,IMPORTED,Source=src-wiles-3-5-1995; load-bearing=1; proof_internalized=0.,loop-61
status-ff-converse,ff-converse,sourced-import,0,0,0,IMPORTED,Finite-flat extension theorem.,loop-67
status-ff-extend,ff-extend,sourced-import,0,0,0,IMPORTED,Finite-flat extension theorem.,loop-67
status-ff-generic,ff-generic,sourced-import,0,0,0,IMPORTED,Finite-flat extension theorem.,loop-67
status-v10-residual-content,Universal residual-modularity child theorems remain source-backed.,sourced-import,0,0,0,IMPORTED,"[""Characteristic-zero finite-image lift"", ""Langlands\u2013Tunnell automorphy"", ""Weight change"", ""X0(15) gate"", ""Hilbert/Chebotarev selection""]",loop-151
status-v10-rt-content,Universal R=T child theorems remain source-backed.,sourced-import,0,0,0,IMPORTED,"[""Representability"", ""Local deformation conditions"", ""Tangent and obstruction spaces"", ""Poitou\u2013Tate balance"", ""Taylor\u2013Wiles prime existence"", ""Taylor\u2013Wiles patching theorem"", ""R to T map"", ""Numerical criterion""]",loop-160
status-v11-arithmetic-system,"The actual R_Q,T_Q,H_Q form compatible n-structures.",sourced-import,0,0,0,IMPORTED,Arithmetic construction remains source-backed.,loop-179
status-v11-stage-freeness,The actual auxiliary-level Hecke/cohomology object is free over O[Delta_Q].,sourced-import,0,0,0,IMPORTED,Taylor–Wiles Theorem 2 remains the next arithmetic edge.,loop-179
status-v12-hecke-representations,Base and auxiliary Hecke algebras carry the required Galois representations.,sourced-import,0,0,0,IMPORTED,The parent compilers are internal; this arithmetic theorem remains load-bearing.,loop-211
status-v12-rank-one-cohomology,Localized sign cohomology is universally free rank one over T_Q.,sourced-import,0,0,0,IMPORTED,The parent compilers are internal; this arithmetic theorem remains load-bearing.,loop-211
status-v13-global-pseudocharacter,A continuous complete Hecke pseudocharacter exists on every finite local Hecke quotient.,sourced-import,0,0,0,IMPORTED,The parent assembler is internal; this child theorem remains load-bearing.,loop-231
status-v13-local-global,The reconstructed global representation has the required ordinary/finite-flat/Steinberg local restrictions.,sourced-import,0,0,0,IMPORTED,The parent assembler is internal; this child theorem remains load-bearing.,loop-231
status-v14-bad-prime-comparison,Global modular cohomology has the declared ordinary/finite-flat/Steinberg local restrictions.,sourced-import,0,0,0,IMPORTED,Parent compilers internalized; theorem input remains load-bearing.,loop-261
status-v14-etale-module,Localized modular-curve étale cohomology supplies a free rank-two Hecke module with Galois action.,sourced-import,0,0,0,IMPORTED,Parent compilers internalized; theorem input remains load-bearing.,loop-261
status-v15-integral-comparison,Universal integral modular-curve cohomology package.,sourced-import,0,0,0,IMPORTED,Parent compilers internal; child theorem remains.,loop-281
status-v15-multiplicity-two,Universal non-Eisenstein multiplicity-two theorem.,sourced-import,0,0,0,IMPORTED,Parent compilers internal; child theorem remains.,loop-281
status-v16-constituent-theorem,Good-prime Hecke Frobenius data and irreducibility force every Jordan–Hölder constituent to be rho_m.,sourced-import,0,0,0,IMPORTED,The parent theorem is internalized as proof by cases; this child remains load-bearing.,loop-301
status-v16-residual-prime-comparison,The Mazur–Ribet Néron/group-scheme argument proves multiplicity two when the residual prime divides the level.,sourced-import,0,0,0,IMPORTED,The parent theorem is internalized as proof by cases; this child remains load-bearing.,loop-301
status-v17-chebotarev,Finite-quotient Chebotarev density.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-351
status-v17-finite-flat-classification,Finite-flat middle-extension classification.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-351
status-v17-geometry,Functorial modular-curve geometric comparison.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-351
status-v17-nearby-cycles,Semistable nearby-cycles comparison.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-351
status-v18-fong-swan-child,Solvable Brauer-character lifting in characteristic 3.,sourced-import,0,0,0,IMPORTED,The parent assembler is internal; this narrower theorem remains load-bearing.,loop-401
status-v18-frey-local-child,Frey-specific X0(10)/X0(14) local obstruction.,sourced-import,0,0,0,IMPORTED,The parent assembler is internal; this narrower theorem remains load-bearing.,loop-401
status-v18-mazur-kenku-child,Rational cyclic-isogeny classification and formal-immersion obstruction.,sourced-import,0,0,0,IMPORTED,The parent assembler is internal; this narrower theorem remains load-bearing.,loop-401
status-v18-weight-change-child,Existence of the weight-one Eisenstein congruence and classical weight-two packet.,sourced-import,0,0,0,IMPORTED,The parent assembler is internal; this narrower theorem remains load-bearing.,loop-401
status-v19-chebotarev,Analytic Chebotarev density theorem.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-451
status-v19-formal-immersion,Mazur formal immersion and finite Eisenstein quotient.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-451
status-v19-hilbert,Hilbert irreducibility with weak approximation.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-451
status-v19-lt,Solvable base change/converse theorem for Langlands–Tunnell.,sourced-import,0,0,0,IMPORTED,The parent compiler is internal; this child theorem remains load-bearing.,loop-451
status-v4-finite-flat-middle,Nonsplit Tate extension admits a finite-flat middle model over Z_p.,sourced-import,0,0,0,IMPORTED,"Endpoint schemes, cocycle, exact generic sequence, and split cases are witnessed; middle model theorem remains external.",loop-85
status-v4-ihara-lift,A surviving class in the q-new quotient lifts to a lower-level eigenform.,sourced-import,0,0,0,IMPORTED,"Old/new and eigenvector controls are internalized; Ihara, multiplicity one, and lifting remain external.",loop-90
status-v4-specialization-bridge,Degeneracy kernel specializes into the modular Jacobian component group as required.,sourced-import,0,0,0,IMPORTED,Finite linear controls and graph component groups are internalized; Néron/Jacobian specialization remains external.,loop-90
status-v5-deligne-serre,A surviving mod-p eigenpacket lifts to a characteristic-zero eigenform in general.,sourced-import,0,0,0,IMPORTED,Finite antecedent geometry is populated; the universal theorem remains source-backed.,loop-101
status-v5-ihara,Non-Eisenstein localization makes the degeneracy map injective.,sourced-import,0,0,0,IMPORTED,Finite antecedent geometry is populated; the universal theorem remains source-backed.,loop-99
status-v5-multiplicity-one,The relevant localized source-level Hecke module satisfies multiplicity one.,sourced-import,0,0,0,IMPORTED,Finite antecedent geometry is populated; the universal theorem remains source-backed.,loop-100
status-v7-universal-ihara,"For every squarefree level in the hypothetical FLT universe, non-Eisenstein localization makes the two degeneracy pullbacks injective.",sourced-import,0,0,0,IMPORTED,The finite certificate generator closes instantiated levels; a universal rank theorem remains source-backed.,loop-121
status-v8-universal-multiplicity-one,"For every irreducible maximal ideal in the hypothetical FLT universe, J_0(N)[m] has dimension two.",sourced-import,0,0,0,IMPORTED,The finite Hecke certificate generator closes instantiated packets; the universal theorem remains source-backed.,loop-131
status-v9-universal-deligne-serre,Every finite-rank residual simultaneous Hecke eigensystem lifts after a finite coefficient extension.,sourced-import,0,0,0,IMPORTED,The concrete rank-one case is closed; the general Deligne–Serre lemma remains source-backed.,loop-141
v3-dual,Cartier duality,symbolic-algebra,3,0,3,PASS,Character matrices.,loop-65
inv-v18-weight-congruence,The symbolic weight-change q-expansion is congruent modulo 3.,symbolic-qexp,1,0,1,PASS,Live rows from eisenstein_congruence_stages_v18.,loop-383
inv-v20-weight-product,The weight-two product is congruent to the weight-one source modulo 3.,symbolic-qexp,1,0,1,PASS,Live rows from weight_change_product_certificates_v20.,loop-469
inv-v20-theta-modularity,"The A2 lattice certificate has weight one, level three, and character chi_-3.",theta-modularity,1,0,1,PASS,Live rows from a2_theta_modularity_certificates_v20.,loop-466
inv-v20-theta,Every A2 theta coefficient agrees with the divisor formula and is 0 mod 3 away from the constant term.,theta-series,101,0,101,PASS,Live rows from a2_theta_coefficients_v20.,loop-464
inv-v19-thin-sets,Every thin-set profile and local-open constraint passes.,thin-set-schema,2,0,2,PASS,Live rows from thin_set_profiles_v19.,loop-424
inv-patching-coordinate-balance,Every toy patching profile balances added variables and relations.,toy-patching,4,0,4,PASS,A coordinate witness only; module freeness and patching remain imported.,loop-60
inv-v18-x015-descent,The X0(15) descent has two classes on each isogenous side.,two-isogeny-descent,1,0,1,PASS,Live rows from x015_rank_certificates_v18.,loop-395
